day,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5,sizebin6,,Day 1= December 1st (no specific year- they  are calculated by a model- day 335 is Dec 1 on Camila's set up)
230,0.000223616,0.000113053,0.000496996,0.610513868,5.8532502,9.534158104,,
231,0.000222321,0.00011247,0.00050124,0.609136159,5.855228266,9.502066553,,
232,0.000221176,0.00011193,0.000504834,0.607355025,5.852063291,9.462912329,,
233,0.000220271,0.000111497,0.000508142,0.605636432,5.848245586,9.424017321,,
234,0.000219484,0.00011113,0.000511184,0.60394911,5.84363524,9.385030835,,
235,0.00021887,0.000110844,0.0005138,0.602304362,5.838036618,9.34592146,,
236,0.000218333,0.000110608,0.000516041,0.600698684,5.831586602,9.306780509,,
237,0.000217852,0.000110412,0.000517891,0.599132469,5.824292663,9.267628686,,
238,0.00021749,0.000110274,0.00051946,0.597616004,5.815980174,9.228423551,,
239,0.000217142,0.000110157,0.000521119,0.596113962,5.80653347,9.188804094,,
240,0.000216705,0.000110016,0.000522803,0.594466853,5.794534755,9.146420564,,
241,0.000216291,0.000109884,0.000524519,0.592705995,5.779986174,9.1015317,,
242,0.00021594,0.000109771,0.000526215,0.59080046,5.762466882,9.053595163,,
243,0.000215621,0.000109663,0.000527805,0.58866523,5.741170031,9.00134579,,
244,0.00021534,0.000109566,0.000529329,0.586354476,5.716676541,8.945667687,,
245,0.000215121,0.000109496,0.000530867,0.583967499,5.690001717,8.888127819,,
246,0.000214975,0.000109462,0.000532475,0.581579436,5.661922825,8.829907525,,
247,0.000214911,0.000109472,0.000534201,0.579255461,5.633121961,8.772042939,,
248,0.000214911,0.000109518,0.000536033,0.576996903,5.60365834,8.714581551,,
249,0.000214972,0.0001096,0.000537987,0.574830352,5.573838007,8.657964663,,
250,0.000215072,0.00010971,0.000540033,0.572734194,5.543497493,8.601892601,,
251,0.00021521,0.000109846,0.000542164,0.570708742,5.512681733,8.546401319,,
252,0.000215381,0.000110004,0.000544364,0.568745219,5.481347955,8.491387832,,
253,0.000215572,0.000110179,0.000546628,0.566844169,5.449556475,8.436901257,,
254,0.000215778,0.000110368,0.000548944,0.564999936,5.417295595,8.382886262,,
255,0.000215998,0.000110571,0.000551306,0.563212432,5.384610197,8.329376942,,
256,0.000216233,0.000110787,0.000553711,0.561482481,5.351553873,8.27642167,,
257,0.000216479,0.000111012,0.000556149,0.559806832,5.3181405,8.224004486,,
258,0.000216736,0.000111249,0.000558618,0.558186872,5.284418143,8.172175125,,
259,0.000217002,0.000111494,0.00056111,0.556620805,5.250415238,8.12094085,,
260,0.000217275,0.000111747,0.00056362,0.55510708,5.216162873,8.070317859,,
261,0.000217555,0.000112007,0.000566144,0.553644128,5.181692063,8.020322269,,
262,0.000217839,0.000112273,0.000568675,0.552230652,5.147035387,7.970971491,,
263,0.000218129,0.000112544,0.000571209,0.55086271,5.112216477,7.922268684,,
264,0.000218422,0.000112821,0.00057374,0.549539021,5.077267693,7.874231419,,
265,0.000218719,0.000113101,0.000576265,0.548253369,5.042212522,7.826863168,,
266,0.000219021,0.000113386,0.000578777,0.547001828,5.00707792,7.780172825,,
267,0.000219326,0.000113674,0.000581273,0.545782604,4.971894073,7.734174336,,
268,0.000219635,0.000113964,0.000583747,0.544592002,4.936689097,7.688877974,,
269,0.000219955,0.000114259,0.000586196,0.54339946,4.901490181,7.644271363,,
270,0.000220282,0.000114557,0.000588615,0.542209402,4.86632572,7.600371625,,
271,0.000220619,0.000114858,0.000591,0.541014315,4.831223699,7.557185815,,
272,0.000220964,0.000115161,0.000593346,0.53979072,4.796225089,7.514716413,,
273,0.000221314,0.000115465,0.000595654,0.538497734,4.761385019,7.472960905,,
274,0.00022167,0.00011577,0.000597917,0.537136542,4.726724397,7.431928842,,
275,0.000222033,0.000116075,0.000600133,0.535691549,4.692277784,7.391624966,,
276,0.000222398,0.000116378,0.000602301,0.534160635,4.658063796,7.352045249,,
277,0.000222764,0.000116679,0.000604419,0.532531574,4.624113006,7.31319224,,
278,0.000223131,0.000116978,0.000606484,0.530788664,4.5904601,7.275070748,,
279,0.000223498,0.000117272,0.000608493,0.528923379,4.557131138,7.237682182,,
280,0.000223869,0.000117564,0.000610452,0.526977401,4.524091069,7.201011378,,
281,0.000224241,0.000117852,0.000612355,0.524923308,4.491388953,7.165065982,,
282,0.000224614,0.000118135,0.000614202,0.522757727,4.459044579,7.129845705,,
283,0.000224985,0.000118412,0.000615982,0.520476806,4.426991004,7.095224522,,
