day,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5,sizebin6,,Day 1= December 1st (no specific year- they  are calculated by a model- day 335 is Dec 1 on Camila's set up)
333,1.93E-05,0.200109087,27.82081549,31.56637743,25.34765837,34.27673898,,
334,1.93E-05,0.200998746,27.39869016,31.87026093,25.73189404,34.57609941,,
335,1.94E-05,0.201559067,26.98193482,32.18901166,26.12580042,34.88460472,,
336,1.95E-05,0.201777784,26.56606722,32.5141871,26.52722599,35.20286594,,
337,1.96E-05,0.201669885,26.14889089,32.83899467,26.93746196,35.53773506,,
338,1.96E-05,0.201209164,25.72450479,33.14974013,27.34950987,35.88374096,,
339,1.97E-05,0.20038353,25.28904088,33.43764371,27.7587697,36.23737424,,
340,1.98E-05,0.199188952,24.83991038,33.69568734,28.1610961,36.59519491,,
341,1.98E-05,0.197628083,24.37610206,33.91950003,28.55307198,36.95377713,,
342,1.99E-05,0.195702405,23.89699339,34.10627281,28.93161599,37.30938337,,
343,2.00E-05,0.193435864,23.40444101,34.25725429,29.296082,37.66088065,,
344,2.02E-05,0.190839269,22.89895641,34.37136679,29.64453167,38.00576903,,
345,2.03E-05,0.187945748,22.38399751,34.45184287,29.97705262,38.34315085,,
346,2.05E-05,0.184778402,21.86141924,34.49988139,30.29286431,38.67151915,,
347,2.07E-05,0.181375622,21.33483742,34.51971559,30.59274575,38.9906322,,
348,2.09E-05,0.177765146,20.80643767,34.51366897,30.87660088,39.29951059,,
349,2.11E-05,0.173979009,20.27864551,34.4850501,31.14495899,39.59768659,,
350,2.14E-05,0.170040517,19.75312323,34.43612157,31.39739182,39.88333047,,
351,2.16E-05,0.165972804,19.23140272,34.36924616,31.63355094,40.15462881,,
352,2.19E-05,0.161782485,18.71465824,34.28706735,31.85037815,40.40432049,,
353,2.21E-05,0.157479224,18.20409001,34.19244078,32.04549311,40.62625095,,
354,2.24E-05,0.153061205,17.70070641,34.09350317,32.2169967,40.810859,,
355,2.27E-05,0.148552765,17.20810981,34.00118382,32.36692269,40.9545841,,
356,2.29E-05,0.143997829,16.73265417,33.9333205,32.50496462,41.06344667,,
357,2.32E-05,0.139459197,16.2864372,33.91207671,32.64371803,41.14772475,,
358,2.35E-05,0.134993966,15.86671418,33.93746777,32.7968595,41.23136331,,
359,2.37E-05,0.130597015,15.47388663,34.00776745,32.96310138,41.31319358,,
360,2.39E-05,0.126269684,15.10356513,34.11466409,33.14296025,41.3987909,,
361,2.42E-05,0.121999741,14.75089463,34.24722189,33.33280793,41.48802422,,
362,2.44E-05,0.117784344,14.4137323,34.39979492,33.53024535,41.57992301,,
363,2.46E-05,0.113626639,14.09119006,34.56837002,33.73393189,41.67497582,,
364,2.47E-05,0.109529914,13.7803597,34.7440807,33.94038823,41.77284313,,
365,2.49E-05,0.1054964,13.4794704,34.9223288,34.14779268,41.87322766,,
