day,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5,sizebin6,,Day 1= December 1st (no specific year- they  are calculated by a model- day 335 is Dec 1 on Camila's set up)
300,2.12E-05,0.063033238,35.06160548,22.86799155,14.08186843,23.5530232,,
301,2.09E-05,0.067142071,35.47940229,23.34986657,14.31908991,23.69633092,,
302,2.06E-05,0.071449389,35.90552129,23.87990426,14.58296446,23.86746329,,
303,2.02E-05,0.075958422,36.3204429,24.4430041,14.8712093,24.06716194,,
304,1.99E-05,0.080651758,36.70649836,25.02368014,15.18039796,24.29439497,,
305,1.95E-05,0.085509002,37.04930854,25.60713494,15.50703919,24.54786668,,
306,1.92E-05,0.090518625,37.33742479,26.17902064,15.84714011,24.82450802,,
307,1.89E-05,0.095661015,37.56333011,26.72923112,16.19830506,25.12320415,,
308,1.86E-05,0.100906318,37.72010693,27.24822189,16.55781253,25.44207619,,
309,1.83E-05,0.106231161,37.80191987,27.72715824,16.92263307,25.77811218,,
310,1.81E-05,0.111581016,37.8002449,28.15680313,17.28712465,26.1229068,,
311,1.79E-05,0.116925213,37.71945882,28.53785382,17.64934121,26.47214642,,
312,1.77E-05,0.122242906,37.5689801,28.87616342,18.00944089,26.82411262,,
313,1.76E-05,0.12753575,37.36854775,29.1844187,18.37087964,27.18156964,,
314,1.75E-05,0.132804505,37.11912465,29.46313157,18.73400144,27.54510429,,
315,1.75E-05,0.138048789,36.83330944,29.71953368,19.10188843,27.91900742,,
316,1.74E-05,0.143240704,36.5118259,29.95213521,19.47379478,28.30305678,,
317,1.74E-05,0.14835061,36.15420949,30.15805764,19.84815652,28.69595552,,
318,1.74E-05,0.153358967,35.76195934,30.33576781,20.22376138,29.09670316,,
319,1.75E-05,0.158219102,35.33491794,30.48300462,20.5980683,29.50230916,,
320,1.75E-05,0.162941105,34.87384602,30.60072919,20.97167017,29.91341385,,
321,1.76E-05,0.167476755,34.38373946,30.68965477,21.34220975,30.32694158,,
322,1.77E-05,0.171834309,33.8638541,30.74998346,21.71010877,30.74333874,,
323,1.78E-05,0.175961846,33.32017767,30.78425573,22.07292796,31.15885494,,
324,1.80E-05,0.179867025,32.75044815,30.79135192,22.43044306,31.57292506,,
325,1.81E-05,0.1834399,32.15090016,30.76721954,22.77181671,31.96730966,,
326,1.83E-05,0.186598838,31.52405082,30.72186953,23.08968384,32.32330055,,
327,1.84E-05,0.189346836,30.89785843,30.68341688,23.38883219,32.63884917,,
328,1.86E-05,0.191770884,30.29465064,30.68430827,23.68286305,32.92483194,,
329,1.87E-05,0.193907569,29.72557616,30.73987511,23.97980399,33.18882205,,
330,1.89E-05,0.195791319,29.19700978,30.86108075,24.290649,33.44603939,,
331,1.90E-05,0.197470003,28.70989521,31.04802212,24.6235039,33.71155294,,
332,1.92E-05,0.198919947,28.25524681,31.2882586,24.97685453,33.98805168,,
